season,player_id,role,opportunities,k_total,k_rate
2024,516782,batter,3,1,0.3333333333333333
2024,596019,batter,5,0,0.0
2024,664056,batter,4,1,0.25
2024,621242,pitcher,0,1,1.0
2024,607043,batter,5,2,0.4
2024,605347,pitcher,0,1,1.0
2024,656716,batter,5,1,0.2
2024,571946,pitcher,0,1,1.0
2024,595879,batter,5,1,0.2
2024,682985,batter,4,0,0.0
2024,663947,pitcher,0,1,1.0
2024,608348,batter,5,0,0.0
2024,681481,batter,5,0,0.0
2024,679529,batter,5,0,0.0
2024,592192,batter,5,0,0.0
2024,628317,pitcher,1,2,2.0
2024,656638,pitcher,0,1,1.0
2024,678009,batter,3,0,0.0
2024,676684,pitcher,0,1,1.0
2024,690993,batter,4,1,0.25
2024,656412,pitcher,0,1,1.0
2024,455117,batter,2,1,0.5
2024,621051,pitcher,0,0,0.0
2024,660162,batter,5,1,0.2
2024,686676,batter,1,1,1.0
2024,669699,batter,4,0,0.0
2024,605154,pitcher,0,0,0.0
2024,683734,batter,4,0,0.0
2024,670032,batter,4,1,0.25
2024,657757,batter,1,0,0.0
2024,657612,pitcher,0,0,0.0
2024,647336,pitcher,1,0,0.0
2024,666150,batter,4,2,0.5
2024,643217,batter,4,0,0.0
2024,673929,pitcher,0,1,1.0
2024,607680,batter,0,0,0.0
2024,665620,pitcher,0,2,2.0
2024,650391,batter,5,1,0.2
2024,608678,pitcher,0,0,0.0
2024,673357,batter,4,0,0.0
2024,650859,batter,2,1,0.5
2024,666160,batter,1,0,0.0
2024,687263,batter,4,2,0.5
2024,621493,batter,4,0,0.0
2024,593934,batter,4,2,0.5
2024,656288,pitcher,1,2,2.0
2024,592273,batter,4,1,0.25
2024,545361,batter,3,1,0.3333333333333333
2024,543685,batter,3,1,0.3333333333333333
2024,543305,batter,3,3,1.0
2024,670871,pitcher,0,0,0.0
2024,666176,batter,1,0,0.0
2024,694384,batter,4,2,0.5
2024,643256,pitcher,0,1,1.0
2024,681351,batter,3,0,0.0
2024,542585,pitcher,0,3,3.0
2024,472610,pitcher,0,0,0.0
2024,657508,pitcher,0,2,2.0
2024,683002,batter,4,0,0.0
2024,623993,batter,4,0,0.0
2024,663624,batter,3,0,0.0
2024,668939,batter,3,0,0.0
2024,680570,pitcher,1,9,9.0
2024,657097,pitcher,0,1,1.0
2024,676059,batter,4,1,0.25
2024,672335,pitcher,0,0,0.0
2024,669720,batter,4,0,0.0
2024,643393,batter,1,0,0.0
2024,602104,batter,4,1,0.25
2024,681297,batter,1,0,0.0
2024,543510,batter,1,0,0.0
2024,543056,pitcher,0,1,1.0
2024,656811,batter,5,1,0.2
2024,656775,batter,4,3,0.75
2024,669276,pitcher,0,1,1.0
2024,554431,pitcher,0,0,0.0
2024,671739,batter,4,1,0.25
2024,572955,pitcher,0,0,0.0
2024,518595,batter,5,0,0.0
2024,445926,pitcher,0,1,1.0
2024,621566,batter,5,1,0.2
2024,660670,batter,5,0,0.0
2024,645277,batter,5,0,0.0
2024,628452,pitcher,0,1,1.0
2024,608331,pitcher,1,1,1.0
2024,663586,batter,5,2,0.4
2024,606115,batter,4,0,0.0
2024,672284,batter,4,0,0.0
2024,542303,batter,5,1,0.2
2024,628708,pitcher,0,0,0.0
2024,547180,batter,3,0,0.0
2024,592663,batter,3,1,0.3333333333333333
2024,641401,pitcher,0,0,0.0
2024,624641,batter,0,0,0.0
2024,592206,batter,3,0,0.0
2024,664761,batter,4,0,0.0
2024,642397,pitcher,0,0,0.0
2024,681082,batter,4,0,0.0
2024,656941,batter,5,1,0.2
2024,593160,batter,3,0,0.0
2024,622554,pitcher,0,2,2.0
2024,605400,pitcher,1,3,3.0
2024,679032,batter,4,1,0.25
2024,656814,pitcher,0,0,0.0
2024,607208,batter,3,1,0.3333333333333333
2024,680704,pitcher,0,2,2.0
2024,595978,batter,4,1,0.25
2024,595881,pitcher,0,3,3.0
2024,686823,batter,3,1,0.3333333333333333
2024,665926,batter,4,0,0.0
2024,657656,batter,2,0,0.0
2024,677587,batter,5,0,0.0
2024,672356,batter,5,1,0.2
2024,671289,batter,5,1,0.2
2024,681807,batter,2,0,0.0
2024,671922,pitcher,0,5,5.0
2024,608070,batter,6,2,0.3333333333333333
2024,680757,batter,5,0,0.0
2024,676440,pitcher,1,4,4.0
2024,671732,batter,4,2,0.5
2024,669397,batter,3,1,0.3333333333333333
2024,695243,pitcher,0,1,1.0
2024,667670,batter,4,4,1.0
2024,680869,batter,4,1,0.25
2024,519008,pitcher,0,1,1.0
2024,666204,pitcher,0,0,0.0
2024,547184,pitcher,0,2,2.0
2024,664913,batter,2,0,0.0
2024,676116,batter,4,1,0.25
2024,668674,pitcher,0,1,1.0
2024,687231,batter,1,0,0.0
2024,668832,batter,2,2,1.0
2024,668709,batter,5,1,0.2
2024,605204,batter,3,2,0.6666666666666666
2024,676664,pitcher,1,1,1.0
2024,645302,batter,0,0,0.0
2024,682928,batter,2,1,0.5
2024,683083,batter,0,0,0.0
2024,608385,batter,4,2,0.5
2024,640451,pitcher,0,1,1.0
2024,607179,pitcher,0,2,2.0
2024,608841,batter,4,1,0.25
2024,640448,pitcher,0,1,1.0
2024,592696,batter,4,1,0.25
2024,702358,batter,4,1,0.25
2024,571578,pitcher,1,2,2.0
2024,608336,batter,4,3,0.75
2024,571882,pitcher,0,2,2.0
2024,660688,batter,4,0,0.0
2024,657041,batter,4,3,0.75
2024,671277,batter,5,2,0.4
2024,668881,pitcher,1,7,7.0
2024,669352,batter,0,0,0.0
2024,682829,batter,4,2,0.5
2024,663697,batter,4,1,0.25
2024,641584,batter,0,0,0.0
2024,666181,batter,3,1,0.3333333333333333
2024,600869,batter,3,1,0.3333333333333333
2024,669289,batter,3,0,0.0
2024,458677,pitcher,0,1,1.0
2024,668715,batter,4,0,0.0
2024,518585,pitcher,0,4,4.0
2024,571912,batter,3,1,0.3333333333333333
2024,663886,batter,1,0,0.0
2024,608371,pitcher,0,1,1.0
2024,687952,batter,4,1,0.25
2024,605361,batter,1,0,0.0
2024,664747,pitcher,0,1,1.0
2024,608718,pitcher,0,0,0.0
2024,656413,batter,4,1,0.25
2024,666182,batter,4,0,0.0
2024,596129,batter,4,1,0.25
2024,661531,batter,3,2,0.6666666666666666
2024,676391,batter,4,1,0.25
2024,662139,batter,3,2,0.6666666666666666
2024,641835,pitcher,0,1,1.0
2024,595281,batter,2,2,1.0
2024,670950,pitcher,0,0,0.0
2024,543807,batter,4,0,0.0
2024,624415,batter,2,1,0.5
2024,554340,pitcher,0,0,0.0
2024,579328,pitcher,1,4,4.0
2024,665489,batter,3,1,0.3333333333333333
2024,650893,pitcher,0,1,1.0
2024,457759,batter,2,0,0.0
2024,642350,batter,3,2,0.6666666666666666
2024,670623,batter,3,1,0.3333333333333333
2024,623912,batter,5,1,0.2
2024,676609,batter,3,0,0.0
2024,664126,pitcher,0,2,2.0
2024,668227,batter,3,1,0.3333333333333333
2024,592094,pitcher,0,1,1.0
2024,642708,batter,4,0,0.0
2024,678554,batter,4,0,0.0
2024,621363,pitcher,0,1,1.0
2024,641793,pitcher,1,6,6.0
2024,650907,batter,4,1,0.25
2024,650490,batter,3,0,0.0
2024,664208,pitcher,0,0,0.0
2024,668885,batter,0,0,0.0
2024,660896,pitcher,0,0,0.0
2024,595345,pitcher,0,2,2.0
2024,650489,batter,2,0,0.0
2024,622534,batter,1,1,1.0
2024,666397,batter,4,2,0.5
2024,571657,batter,0,0,0.0
2024,680777,batter,3,1,0.3333333333333333
2024,666135,batter,4,0,0.0
2024,643377,pitcher,0,1,1.0
2024,621043,batter,5,0,0.0
2024,592779,pitcher,0,3,3.0
2024,621439,batter,4,0,0.0
2024,657746,pitcher,1,5,5.0
2024,467793,batter,4,0,0.0
2024,543877,batter,4,1,0.25
2024,670242,batter,1,1,1.0
2024,624428,batter,2,0,0.0
2024,592669,batter,4,3,0.75
2024,521692,batter,3,1,0.3333333333333333
2024,641658,batter,2,2,1.0
2024,663704,pitcher,0,1,1.0
2024,679845,batter,3,0,0.0
2024,669004,batter,4,1,0.25
2024,686469,batter,3,1,0.3333333333333333
2024,664728,batter,3,0,0.0
2024,519293,pitcher,0,0,0.0
2024,672580,batter,4,3,0.75
2024,607625,pitcher,1,4,4.0
2024,670167,pitcher,0,1,1.0
2024,677951,batter,3,0,0.0
2024,669796,pitcher,0,0,0.0
2024,668804,batter,5,2,0.4
2024,665833,batter,4,0,0.0
2024,683003,pitcher,1,10,10.0
2024,642133,batter,1,0,0.0
2024,658668,batter,5,2,0.4
2024,656582,batter,5,0,0.0
2024,663647,batter,6,1,0.16666666666666666
2024,669707,batter,5,1,0.2
2024,621366,pitcher,0,1,1.0
2024,680779,batter,2,0,0.0
2024,670280,pitcher,0,1,1.0
2024,572191,batter,5,1,0.2
2024,669261,batter,5,2,0.4
2024,676702,pitcher,0,1,1.0
2024,669394,batter,3,0,0.0
2024,650559,batter,4,1,0.25
2024,624503,batter,2,2,1.0
2024,605137,batter,4,3,0.75
2024,542194,batter,3,2,0.6666666666666666
2024,677960,pitcher,1,5,5.0
2024,664350,pitcher,0,0,0.0
2024,541645,batter,2,1,0.5
2024,641313,batter,4,2,0.5
2024,669622,pitcher,0,3,3.0
2024,665862,batter,3,2,0.6666666666666666
2024,660821,batter,4,0,0.0
2024,686539,pitcher,0,1,1.0
2024,677053,pitcher,0,0,0.0
2024,650333,batter,4,0,0.0
2024,643265,batter,3,1,0.3333333333333333
2024,621016,pitcher,0,2,2.0
2024,666624,batter,4,0,0.0
2024,664023,batter,3,0,0.0
2024,683737,batter,3,1,0.3333333333333333
2024,665804,batter,0,0,0.0
2024,543228,batter,3,2,0.6666666666666666
2024,673548,batter,4,2,0.5
2024,622075,pitcher,0,0,0.0
2024,641355,batter,3,0,0.0
2024,621020,batter,2,0,0.0
2024,681432,pitcher,0,1,1.0
2024,663538,batter,4,2,0.5
2024,543294,pitcher,1,2,2.0
2024,676962,pitcher,0,1,1.0
2024,641680,batter,4,1,0.25
2024,694497,batter,3,0,0.0
2024,694671,batter,5,0,0.0
2024,668800,batter,0,0,0.0
2024,665750,batter,3,1,0.3333333333333333
2024,608369,batter,5,0,0.0
2024,543760,batter,4,0,0.0
2024,673962,batter,5,2,0.4
2024,665120,batter,5,1,0.2
2024,622250,pitcher,0,1,1.0
2024,608671,batter,0,0,0.0
2024,669701,batter,0,0,0.0
2024,666969,batter,4,1,0.25
2024,489446,pitcher,0,0,0.0
2024,656271,pitcher,0,1,1.0
2024,674003,pitcher,1,6,6.0
2024,502085,pitcher,0,0,0.0
2024,624424,batter,4,2,0.5
2024,624585,batter,5,2,0.4
2024,642731,batter,3,0,0.0
2024,605113,batter,4,1,0.25
2024,656305,batter,5,1,0.2
2024,527038,batter,3,0,0.0
2024,808982,batter,4,0,0.0
2024,643511,pitcher,0,0,0.0
2024,608596,batter,3,0,0.0
2024,664774,batter,3,3,1.0
2024,666808,pitcher,0,0,0.0
2024,573124,pitcher,0,3,3.0
2024,663855,pitcher,1,6,6.0
2024,596103,batter,1,1,1.0
2024,669062,pitcher,0,1,1.0
2024,640492,batter,0,0,0.0
2024,666745,pitcher,0,2,2.0
2024,666703,batter,2,1,0.5
2024,595777,batter,2,0,0.0
2024,701538,batter,3,1,0.3333333333333333
2024,660853,pitcher,0,0,0.0
2024,656302,pitcher,1,6,6.0
2024,543309,batter,4,4,1.0
2024,592518,batter,4,1,0.25
2024,688363,batter,2,0,0.0
2024,642180,batter,1,1,1.0
2024,663568,pitcher,0,1,1.0
2024,665487,batter,3,0,0.0
2024,593428,batter,4,1,0.25
2024,630105,batter,5,0,0.0
2024,673490,batter,4,1,0.25
2024,676680,pitcher,0,1,1.0
2024,519203,batter,4,3,0.75
2024,665828,batter,4,2,0.5
2024,657077,batter,4,0,0.0
2024,592450,batter,3,1,0.3333333333333333
2024,669224,batter,2,1,0.5
2024,650402,batter,4,1,0.25
2024,641656,pitcher,0,2,2.0
2024,605280,pitcher,0,0,0.0
2024,683011,batter,4,1,0.25
2024,665742,batter,5,0,0.0
2024,573186,pitcher,1,4,4.0
2024,663757,batter,3,2,0.6666666666666666
2024,650556,pitcher,0,1,1.0
2024,605170,batter,3,1,0.3333333333333333
2024,663656,batter,4,2,0.5
2024,686613,pitcher,1,5,5.0
2024,643289,batter,4,0,0.0
2024,623352,pitcher,0,2,2.0
2024,608324,batter,4,1,0.25
2024,661527,pitcher,0,0,0.0
2024,547989,batter,3,0,0.0
2024,656786,pitcher,0,1,1.0
2024,514888,batter,4,0,0.0
2024,665161,batter,3,1,0.3333333333333333
2024,519151,pitcher,0,2,2.0
2024,673237,batter,3,1,0.3333333333333333
2024,670541,batter,3,0,0.0
2024,663898,batter,5,2,0.4
2024,656222,pitcher,0,0,0.0
2024,641857,batter,4,0,0.0
2024,592178,batter,4,4,1.0
2024,453568,batter,5,0,0.0
2024,596295,pitcher,1,3,3.0
2024,666134,batter,4,1,0.25
2024,595909,batter,0,0,0.0
2024,641755,pitcher,0,1,1.0
2024,664875,pitcher,0,0,0.0
2024,663567,pitcher,0,0,0.0
2024,683232,pitcher,0,1,1.0
2024,686668,batter,3,1,0.3333333333333333
2024,553869,batter,4,0,0.0
2024,678662,batter,4,1,0.25
2024,660707,batter,1,0,0.0
2024,669459,pitcher,0,0,0.0
2024,592626,batter,0,0,0.0
2024,666818,pitcher,0,1,1.0
2024,674072,pitcher,1,4,4.0
2024,686826,pitcher,0,4,4.0
2024,606466,batter,4,1,0.25
2024,677942,batter,2,1,0.5
2024,672695,batter,3,0,0.0
2024,672515,batter,4,0,0.0
2024,553993,batter,3,0,0.0
2024,682998,batter,3,0,0.0
2024,666971,batter,4,0,0.0
2024,572233,batter,4,2,0.5
2024,677950,batter,4,1,0.25
2024,669357,batter,4,1,0.25
2024,687363,batter,4,1,0.25
2024,571448,batter,4,1,0.25
2024,458681,pitcher,1,5,5.0
2024,668941,pitcher,0,2,2.0
2024,572761,batter,4,2,0.5
2024,606149,pitcher,0,2,2.0
2024,543063,batter,4,1,0.25
2024,676475,batter,3,1,0.3333333333333333
2024,502671,batter,4,1,0.25
2024,672279,batter,1,0,0.0
2024,669461,pitcher,0,2,2.0
2024,680977,batter,5,2,0.4
2024,664854,pitcher,0,2,2.0
2024,552640,pitcher,0,1,1.0
2024,671056,batter,3,0,0.0
2024,669257,batter,5,2,0.4
2024,621035,batter,0,0,0.0
2024,543339,pitcher,0,1,1.0
2024,681911,pitcher,0,0,0.0
2024,571970,batter,5,2,0.4
2024,518792,batter,5,1,0.2
2024,518692,batter,5,1,0.2
2024,669165,pitcher,0,3,3.0
2024,660271,batter,5,2,0.4
2024,606192,batter,5,3,0.6
2024,666158,batter,5,0,0.0
2024,681546,batter,4,3,0.75
2024,623465,pitcher,0,1,1.0
2024,605141,batter,4,0,0.0
2024,523260,pitcher,0,0,0.0
2024,808967,pitcher,1,5,5.0
2024,622569,batter,4,0,0.0
2024,570257,pitcher,0,0,0.0
2024,669711,pitcher,0,2,2.0
2024,657136,batter,3,1,0.3333333333333333
2024,596115,batter,5,1,0.2
2024,641933,batter,0,0,0.0
2024,666915,batter,0,0,0.0
2024,677800,batter,4,3,0.75
2024,676710,pitcher,1,7,7.0
2024,624512,batter,1,0,0.0
2024,686580,pitcher,0,0,0.0
2024,663462,pitcher,0,2,2.0
2024,680776,batter,3,0,0.0
2024,665839,batter,4,2,0.5
2024,678882,batter,4,2,0.5
2024,807799,batter,5,3,0.6
2024,455119,pitcher,0,1,1.0
2024,671213,batter,3,1,0.3333333333333333
2024,649966,batter,1,0,0.0
2024,571745,batter,4,2,0.5
2024,641487,batter,5,1,0.2
2024,668942,batter,4,1,0.25
2024,686527,batter,1,0,0.0
2024,663728,batter,3,2,0.6666666666666666
2024,608723,pitcher,0,3,3.0
2024,669302,pitcher,1,8,8.0
2024,663423,pitcher,0,0,0.0
2024,664238,batter,2,0,0.0
2024,664034,batter,4,0,0.0
2024,642048,pitcher,0,0,0.0
2024,642100,pitcher,0,2,2.0
2024,677594,batter,5,2,0.4
2024,593871,batter,3,2,0.6666666666666666
2024,670042,batter,4,2,0.5
2024,650859,batter,4,0,0.0
2024,687263,batter,2,0,0.0
2024,667755,pitcher,0,2,2.0
2024,621493,batter,4,1,0.25
2024,592273,batter,4,2,0.5
2024,545361,batter,4,3,0.75
2024,543685,batter,4,0,0.0
2024,543305,batter,0,0,0.0
2024,666176,batter,3,1,0.3333333333333333
2024,694384,batter,4,0,0.0
2024,608032,pitcher,0,0,0.0
2024,681351,batter,2,1,0.5
2024,672282,pitcher,1,7,7.0
2024,669330,pitcher,1,7,7.0
2024,683002,batter,2,0,0.0
2024,622761,batter,2,1,0.5
2024,623993,batter,4,2,0.5
2024,663624,batter,4,0,0.0
2024,668939,batter,4,0,0.0
2024,657097,pitcher,0,0,0.0
2024,676059,batter,2,2,1.0
2024,669720,batter,3,2,0.6666666666666666
2024,643393,batter,1,0,0.0
2024,602104,batter,0,0,0.0
2024,666974,pitcher,0,1,1.0
2024,622253,pitcher,0,0,0.0
2024,681297,batter,1,0,0.0
2024,543510,batter,3,1,0.3333333333333333
2024,656811,batter,1,0,0.0
2024,656775,batter,3,1,0.3333333333333333
2024,594807,batter,4,1,0.25
2024,644433,batter,2,1,0.5
2024,671739,batter,4,1,0.25
2024,518595,batter,0,0,0.0
2024,519242,pitcher,1,7,7.0
2024,621345,pitcher,0,1,1.0
2024,621566,batter,4,3,0.75
2024,660670,batter,3,3,1.0
2024,607481,pitcher,0,1,1.0
2024,645277,batter,4,0,0.0
2024,663586,batter,4,2,0.5
2024,641729,pitcher,0,0,0.0
2024,606115,batter,3,2,0.6666666666666666
2024,672284,batter,1,0,0.0
2024,542303,batter,4,1,0.25
2024,669016,batter,2,2,1.0
2024,621237,pitcher,0,1,1.0
2024,592663,batter,4,1,0.25
2024,624641,batter,2,0,0.0
2024,592206,batter,3,0,0.0
2024,664761,batter,4,1,0.25
2024,642397,pitcher,0,0,0.0
2024,665506,batter,1,1,1.0
2024,681082,batter,1,0,0.0
2024,656546,pitcher,0,2,2.0
2024,656941,batter,4,1,0.25
2024,593160,batter,4,0,0.0
2024,622554,pitcher,0,2,2.0
2024,621381,pitcher,0,2,2.0
2024,624133,pitcher,1,7,7.0
2024,679032,batter,2,1,0.5
2024,607208,batter,4,2,0.5
2024,645302,batter,0,0,0.0
2024,682928,batter,4,1,0.25
2024,683083,batter,0,0,0.0
2024,608385,batter,3,0,0.0
2024,640451,pitcher,0,1,1.0
2024,608841,batter,4,1,0.25
2024,676395,pitcher,0,1,1.0
2024,640448,pitcher,0,0,0.0
2024,571670,pitcher,0,1,1.0
2024,592696,batter,4,3,0.75
2024,663623,pitcher,1,4,4.0
2024,702358,batter,3,0,0.0
2024,608336,batter,4,0,0.0
2024,660688,batter,5,1,0.2
2024,657041,batter,4,0,0.0
2024,671277,batter,3,1,0.3333333333333333
2024,669352,batter,0,0,0.0
2024,682829,batter,4,1,0.25
2024,663697,batter,4,0,0.0
2024,641941,pitcher,0,2,2.0
2024,622088,pitcher,0,0,0.0
2024,641584,batter,4,0,0.0
2024,607259,pitcher,1,3,3.0
2024,666181,batter,5,2,0.4
2024,600869,batter,4,2,0.5
2024,668715,batter,3,0,0.0
2024,518585,pitcher,0,1,1.0
2024,571912,batter,1,0,0.0
2024,663886,batter,3,0,0.0
2024,608371,pitcher,0,0,0.0
2024,687952,batter,5,2,0.4
2024,605361,batter,3,0,0.0
2024,571656,pitcher,0,1,1.0
2024,661531,batter,0,0,0.0
2024,669952,pitcher,0,0,0.0
2024,676391,batter,5,0,0.0
2024,662139,batter,4,1,0.25
2024,592332,pitcher,1,6,6.0
2024,643396,batter,3,0,0.0
2024,676914,batter,4,2,0.5
2024,543807,batter,4,2,0.5
2024,624415,batter,5,2,0.4
2024,643338,pitcher,0,0,0.0
2024,665489,batter,2,1,0.5
2024,663878,pitcher,0,0,0.0
2024,672386,batter,5,1,0.2
2024,457759,batter,4,0,0.0
2024,542888,pitcher,1,1,1.0
2024,642350,batter,3,1,0.3333333333333333
2024,670623,batter,4,1,0.25
2024,623912,batter,4,1,0.25
2024,676609,batter,3,0,0.0
2024,666163,batter,3,0,0.0
2024,664040,batter,3,1,0.3333333333333333
2024,641302,pitcher,0,4,4.0
2024,680700,batter,1,0,0.0
2024,668227,batter,3,0,0.0
2024,621097,pitcher,0,2,2.0
2024,642708,batter,3,0,0.0
2024,678554,batter,1,0,0.0
2024,664076,pitcher,0,2,2.0
2024,668853,batter,1,0,0.0
2024,650490,batter,2,2,1.0
2024,682847,pitcher,0,1,1.0
2024,668804,batter,5,2,0.4
2024,665833,batter,0,0,0.0
2024,642133,batter,5,3,0.6
2024,658668,batter,4,2,0.5
2024,656582,batter,5,2,0.4
2024,663647,batter,5,0,0.0
2024,669707,batter,3,1,0.3333333333333333
2024,675961,batter,4,1,0.25
2024,621366,pitcher,0,2,2.0
2024,641511,batter,3,0,0.0
2024,663559,pitcher,1,2,2.0
2024,670280,pitcher,0,2,2.0
2024,572191,batter,1,0,0.0
2024,669261,batter,6,2,0.3333333333333333
2024,676702,pitcher,0,2,2.0
2024,547973,pitcher,0,2,2.0
2024,669432,pitcher,1,6,6.0
2024,669394,batter,5,1,0.2
2024,650559,batter,5,1,0.2
2024,624503,batter,1,0,0.0
2024,681146,batter,0,0,0.0
2024,605137,batter,3,1,0.3333333333333333
2024,542194,batter,0,0,0.0
2024,656945,pitcher,0,3,3.0
2024,541645,batter,4,2,0.5
2024,641313,batter,4,2,0.5
2024,663743,batter,3,0,0.0
2024,661269,pitcher,0,4,4.0
2024,665862,batter,4,2,0.5
2024,660821,batter,1,1,1.0
2024,660644,batter,3,0,0.0
2024,650333,batter,4,1,0.25
2024,687401,batter,3,1,0.3333333333333333
2024,694192,batter,4,1,0.25
2024,686554,batter,3,1,0.3333333333333333
2024,592885,batter,2,1,0.5
2024,686217,batter,4,2,0.5
2024,606303,pitcher,0,1,1.0
2024,661388,batter,5,2,0.4
2024,607067,pitcher,1,2,2.0
2024,663542,pitcher,0,4,4.0
2024,668930,batter,4,0,0.0
2024,596142,batter,1,1,1.0
2024,642715,batter,3,0,0.0
2024,656555,batter,4,1,0.25
2024,621438,batter,3,1,0.3333333333333333
2024,682626,batter,3,1,0.3333333333333333
2024,643446,batter,4,0,0.0
2024,553882,batter,4,1,0.25
2024,683146,batter,4,2,0.5
2024,670990,pitcher,0,2,2.0
2024,624413,batter,4,0,0.0
2024,516782,batter,4,0,0.0
2024,596019,batter,4,1,0.25
2024,607043,batter,4,1,0.25
2024,622098,pitcher,0,2,2.0
2024,548384,pitcher,0,2,2.0
2024,656731,pitcher,1,4,4.0
2024,668885,batter,3,0,0.0
2024,650960,pitcher,0,2,2.0
2024,650489,batter,2,2,1.0
2024,622534,batter,2,1,0.5
2024,666397,batter,4,0,0.0
2024,571657,batter,2,0,0.0
2024,680777,batter,3,2,0.6666666666666666
2024,666135,batter,4,1,0.25
2024,663485,pitcher,0,2,2.0
2024,621043,batter,2,1,0.5
2024,641927,pitcher,1,1,1.0
2024,681892,pitcher,0,1,1.0
2024,543351,pitcher,0,1,1.0
2024,621439,batter,2,1,0.5
2024,467793,batter,3,1,0.3333333333333333
2024,670242,batter,4,3,0.75
2024,624428,batter,4,1,0.25
2024,666023,batter,4,0,0.0
2024,521692,batter,5,1,0.2
2024,663903,pitcher,1,10,10.0
2024,641658,batter,2,0,0.0
2024,679845,batter,1,0,0.0
2024,669004,batter,2,0,0.0
2024,669422,pitcher,0,0,0.0
2024,680118,batter,1,0,0.0
2024,686469,batter,4,2,0.5
2024,664728,batter,3,1,0.3333333333333333
2024,672580,batter,4,0,0.0
2024,543475,pitcher,0,2,2.0
2024,677951,batter,5,2,0.4
2024,676369,batter,3,0,0.0
2024,656716,batter,0,0,0.0
2024,595879,batter,4,2,0.5
2024,682985,batter,4,2,0.5
2024,663947,pitcher,0,4,4.0
2024,605177,pitcher,0,0,0.0
2024,608348,batter,1,0,0.0
2024,681481,batter,4,0,0.0
2024,570482,batter,4,0,0.0
2024,656427,pitcher,1,7,7.0
2024,679529,batter,4,3,0.75
2024,592192,batter,3,1,0.3333333333333333
2024,671345,pitcher,0,0,0.0
2024,668670,batter,3,2,0.6666666666666666
2024,663837,batter,0,0,0.0
2024,628451,batter,1,0,0.0
2024,678009,batter,4,2,0.5
2024,690993,batter,3,1,0.3333333333333333
2024,621051,pitcher,0,1,1.0
2024,660162,batter,4,2,0.5
2024,686676,batter,3,0,0.0
2024,669699,batter,4,0,0.0
2024,605154,pitcher,0,1,1.0
2024,683734,batter,3,0,0.0
2024,657757,batter,1,1,1.0
2024,657557,batter,3,2,0.6666666666666666
2024,657612,pitcher,0,0,0.0
2024,666150,batter,2,1,0.5
2024,656629,pitcher,0,3,3.0
2024,643217,batter,4,1,0.25
2024,607680,batter,0,0,0.0
2024,621383,pitcher,0,1,1.0
2024,607200,pitcher,1,7,7.0
2024,650391,batter,3,1,0.3333333333333333
2024,673357,batter,4,3,0.75
2024,519203,batter,4,1,0.25
2024,595897,pitcher,0,1,1.0
2024,665828,batter,3,2,0.6666666666666666
2024,657376,pitcher,1,5,5.0
2024,657077,batter,4,1,0.25
2024,657571,pitcher,0,1,1.0
2024,592450,batter,4,2,0.5
2024,642528,pitcher,0,1,1.0
2024,542932,batter,4,2,0.5
2024,650402,batter,4,0,0.0
2024,624431,batter,4,1,0.25
2024,605280,pitcher,0,0,0.0
2024,519317,batter,4,2,0.5
2024,665742,batter,5,1,0.2
2024,650556,pitcher,0,2,2.0
2024,605170,batter,1,0,0.0
2024,663656,batter,4,1,0.25
2024,641585,pitcher,1,5,5.0
2024,572138,batter,3,2,0.6666666666666666
2024,643289,batter,0,0,0.0
2024,623352,pitcher,0,2,2.0
2024,608324,batter,4,0,0.0
2024,676694,batter,3,2,0.6666666666666666
2024,547989,batter,1,1,1.0
2024,514888,batter,4,0,0.0
2024,665161,batter,4,0,0.0
2024,605463,pitcher,0,3,3.0
2024,676801,batter,4,1,0.25
2024,673237,batter,4,0,0.0
2024,670541,batter,5,1,0.2
2024,640470,pitcher,0,2,2.0
2024,696136,pitcher,1,6,6.0
2024,666624,batter,5,0,0.0
2024,593576,pitcher,0,2,2.0
2024,663611,batter,1,0,0.0
2024,664023,batter,5,0,0.0
2024,643565,batter,2,1,0.5
2024,683737,batter,4,2,0.5
2024,665804,batter,4,1,0.25
2024,543228,batter,0,0,0.0
2024,670156,batter,1,0,0.0
2024,673548,batter,6,0,0.0
2024,641355,batter,3,0,0.0
2024,643410,pitcher,0,1,1.0
2024,621020,batter,4,2,0.5
2024,663538,batter,4,0,0.0
2024,657240,pitcher,0,2,2.0
2024,694497,batter,2,1,0.5
2024,694671,batter,4,2,0.5
2024,668800,batter,4,2,0.5
2024,665750,batter,3,1,0.3333333333333333
2024,570632,pitcher,0,2,2.0
2024,666720,pitcher,0,2,2.0
2024,656641,pitcher,0,0,0.0
2024,592351,pitcher,1,2,2.0
2024,543760,batter,5,0,0.0
2024,673962,batter,5,2,0.4
2024,665120,batter,4,1,0.25
2024,677649,batter,4,1,0.25
2024,669701,batter,1,0,0.0
2024,666969,batter,5,3,0.6
2024,600917,pitcher,0,0,0.0
2024,647304,batter,4,0,0.0
2024,669212,pitcher,0,0,0.0
2024,605130,pitcher,0,1,1.0
2024,686823,batter,3,0,0.0
2024,471911,pitcher,1,3,3.0
2024,665926,batter,5,0,0.0
2024,657656,batter,4,2,0.5
2024,672356,batter,4,0,0.0
2024,666310,batter,3,1,0.3333333333333333
2024,608070,batter,4,0,0.0
2024,664314,batter,3,1,0.3333333333333333
2024,680757,batter,5,1,0.2
2024,683769,pitcher,0,2,2.0
2024,682120,pitcher,0,0,0.0
2024,671732,batter,3,1,0.3333333333333333
